content,score,label,text_clean,text_StopWord,text_tokens,text_steamindo
"Tolong dong, tambahin fitur SKIP HISTORY, saya sebagai player yg cuman suka ngumpulin item jadi MALAS MAIN karna terlalu banyak PERCAKAPAN",4,Positif,tolong dong tambahin fitur skip history saya sebagai player yg cuman suka ngumpulin item jadi malas main karna terlalu banyak percakapan,tolong tambahin fitur skip history player yg cuman suka ngumpulin item malas main karna percakapan,"['tolong', 'tambahin', 'fitur', 'skip', 'history', 'player', 'yg', 'cuman', 'suka', 'ngumpulin', 'item', 'malas', 'main', 'karna', 'percakapan']",tolong tambahin fitur skip history player yg cuman suka ngumpulin item malas main karna cakap
"Ukuran 21,16gb, gw Snapdragon 665 masih bisa di grafik rata kiri kalo mau lancar jaya, kalo di paksa ke medium bisa"" aja cuma ga bisa lama"" paling 30menit, untuk gameplay ga mengharuskan py b5, karakter b4 byk yg bagus",5,Positif,ukuran gb gw snapdragon  masih bisa di grafik rata kiri kalo mau lancar jaya kalo di paksa ke medium bisa aja cuma ga bisa lama paling menit untuk gameplay ga mengharuskan py b karakter b byk yg bagus,ukuran gb gw snapdragon grafik kiri kalo lancar jaya kalo paksa medium aja ga menit gameplay ga mengharuskan py b karakter b byk yg bagus,"['ukuran', 'gb', 'gw', 'snapdragon', 'grafik', 'kiri', 'kalo', 'lancar', 'jaya', 'kalo', 'paksa', 'medium', 'aja', 'ga', 'menit', 'gameplay', 'ga', 'mengharuskan', 'py', 'b', 'karakter', 'b', 'byk', 'yg', 'bagus']",ukur gb gw snapdragon grafik kiri kalo lancar jaya kalo paksa medium aja ga menit gameplay ga harus py b karakter b byk yg bagus
"4 bintang dlu,dari segi game,alur cerita dan lain sebagainya,itu udah bagus. Kekurangannya 1 yaitu ping always merah kenapa y? Padahal lancar² aja.",4,Positif, bintang dludari segi gamealur cerita dan lain sebagainyaitu udah bagus kekurangannya  yaitu ping always merah kenapa y padahal lancar aja,bintang dludari segi gamealur cerita sebagainyaitu udah bagus kekurangannya ping always merah y lancar aja,"['bintang', 'dludari', 'segi', 'gamealur', 'cerita', 'sebagainyaitu', 'udah', 'bagus', 'kekurangannya', 'ping', 'always', 'merah', 'y', 'lancar', 'aja']",bintang dludari segi gamealur cerita sebagainyaitu udah bagus kurang ping always merah y lancar aja
Secara keseluruhan game ini sudah sangat bagus kembang kan lgi untuk game nya dev di optimalkan lagi agar lebih lancar saat bermain dan tambahkan item saat npc memberikan item agar keliatan gitu sekian terimah kasih,5,Positif,secara keseluruhan game ini sudah sangat bagus kembang kan lgi untuk game nya dev di optimalkan lagi agar lebih lancar saat bermain dan tambahkan item saat npc memberikan item agar keliatan gitu sekian terimah kasih,game bagus kembang lgi game nya dev optimalkan lancar bermain tambahkan item npc item keliatan gitu sekian terimah kasih,"['game', 'bagus', 'kembang', 'lgi', 'game', 'nya', 'dev', 'optimalkan', 'lancar', 'bermain', 'tambahkan', 'item', 'npc', 'item', 'keliatan', 'gitu', 'sekian', 'terimah', 'kasih']",game bagus kembang lgi game nya dev optimal lancar main tambah item npc item liat gitu sekian terimah kasih
"Game yang menyenangkan dan tidak memaksakan penggunaan uang dalam permainan. tapi ada satu masalah yang sangat penting, yaitu device yang tidak support untuk bermain genshin impact dan itu cukup mengganggu",5,Positif,game yang menyenangkan dan tidak memaksakan penggunaan uang dalam permainan tapi ada satu masalah yang sangat penting yaitu device yang tidak support untuk bermain genshin impact dan itu cukup mengganggu,game menyenangkan memaksakan penggunaan uang permainan device support bermain genshin impact mengganggu,"['game', 'menyenangkan', 'memaksakan', 'penggunaan', 'uang', 'permainan', 'device', 'support', 'bermain', 'genshin', 'impact', 'mengganggu']",game senang paksa guna uang main device support main genshin impact ganggu
Game terbaik yang pernah gw mainin gameplay Nya asik Main dari 1.3 sekarang masih Ar 58 and banyak karakter yang keren keren pokoknya Lo harus main yang bilang game ini engg bagus pasti masih Ar kecil ya game nya emang berat buat hp tapi asik story nya juga menarik ada plotwist yang masih menjadi misteri Semoga bisa main sampai ketemu Archon tsaritsa Sukes buat ni game uda nemenin dan menghibur pas ada covid,5,Positif,game terbaik yang pernah gw mainin gameplay nya asik main dari  sekarang masih ar  and banyak karakter yang keren keren pokoknya lo harus main yang bilang game ini engg bagus pasti masih ar kecil ya game nya emang berat buat hp tapi asik story nya juga menarik ada plotwist yang masih menjadi misteri semoga bisa main sampai ketemu archon tsaritsa sukes buat ni game uda nemenin dan menghibur pas ada covid,game terbaik gw mainin gameplay nya asik main ar and karakter keren keren pokoknya lo main bilang game engg bagus ar ya game nya emang berat hp asik story nya menarik plotwist misteri semoga main ketemu archon tsaritsa sukes ni game uda nemenin menghibur pas covid,"['game', 'terbaik', 'gw', 'mainin', 'gameplay', 'nya', 'asik', 'main', 'ar', 'and', 'karakter', 'keren', 'keren', 'pokoknya', 'lo', 'main', 'bilang', 'game', 'engg', 'bagus', 'ar', 'ya', 'game', 'nya', 'emang', 'berat', 'hp', 'asik', 'story', 'nya', 'menarik', 'plotwist', 'misteri', 'semoga', 'main', 'ketemu', 'archon', 'tsaritsa', 'sukes', 'ni', 'game', 'uda', 'nemenin', 'menghibur', 'pas', 'covid']",game baik gw mainin gameplay nya asik main ar and karakter keren keren pokok lo main bilang game engg bagus ar ya game nya emang berat hp asik story nya tarik plotwist misteri moga main ketemu archon tsaritsa sukes ni game uda nemenin hibur pas covid
"Game sih bagus tapi ada bug yang menghalangi saya untuk bermain dimana kita bertemu musuh layar hitam kadang tidak,dimana lantai nya transparan kadang ada cahaya yang terang sekali sampai susah melihat benda yang ingin di serang,itu saja bug yang saya alami semoga developer nya dapat memperbaiki bug yang saya alami",5,Positif,game sih bagus tapi ada bug yang menghalangi saya untuk bermain dimana kita bertemu musuh layar hitam kadang tidakdimana lantai nya transparan kadang ada cahaya yang terang sekali sampai susah melihat benda yang ingin di serangitu saja bug yang saya alami semoga developer nya dapat memperbaiki bug yang saya alami,game sih bagus bug menghalangi bermain dimana bertemu musuh layar hitam kadang tidakdimana lantai nya transparan kadang cahaya terang susah benda serangitu bug alami semoga developer nya memperbaiki bug alami,"['game', 'sih', 'bagus', 'bug', 'menghalangi', 'bermain', 'dimana', 'bertemu', 'musuh', 'layar', 'hitam', 'kadang', 'tidakdimana', 'lantai', 'nya', 'transparan', 'kadang', 'cahaya', 'terang', 'susah', 'benda', 'serangitu', 'bug', 'alami', 'semoga', 'developer', 'nya', 'memperbaiki', 'bug', 'alami']",game sih bagus bug halang main mana temu musuh layar hitam kadang tidakdimana lantai nya transparan kadang cahaya terang susah benda serangitu bug alami moga developer nya baik bug alami
"Segi grafik nya udah bagus semua tapi hanya satu kendala dari saya, penyimpanan game ini sangat besar dengan berjalannya update dengan terus menerus, padahal game nya bagus banget tapi saya ga bisa main lagi gara² game ini terlalu berat dan banyak memakan penyimpanan memori 🤧",4,Positif,segi grafik nya udah bagus semua tapi hanya satu kendala dari saya penyimpanan game ini sangat besar dengan berjalannya update dengan terus menerus padahal game nya bagus banget tapi saya ga bisa main lagi gara game ini terlalu berat dan banyak memakan penyimpanan memori ,segi grafik nya udah bagus kendala penyimpanan game berjalannya update menerus game nya bagus banget ga main gara game berat memakan penyimpanan memori,"['segi', 'grafik', 'nya', 'udah', 'bagus', 'kendala', 'penyimpanan', 'game', 'berjalannya', 'update', 'menerus', 'game', 'nya', 'bagus', 'banget', 'ga', 'main', 'gara', 'game', 'berat', 'memakan', 'penyimpanan', 'memori']",segi grafik nya udah bagus kendala simpan game jalan update terus game nya bagus banget ga main gara game berat makan simpan memori
"gajelas, update versi skrg (3.6) udh verifikasi data malah minta ngunduh 3gb lagi, maunya apaan anjr, udh relog² juga ttp gabisa. Padahal dulu² waktu update versi² sebelumnya g ada tuh problem kayak gini, tolong dong ini kenapaaaaaaa 😔😔",2,Negatif,gajelas update versi skrg  udh verifikasi data malah minta ngunduh gb lagi maunya apaan anjr udh relog juga ttp gabisa padahal dulu waktu update versi sebelumnya g ada tuh problem kayak gini tolong dong ini kenapaaaaaaa ,gajelas update versi skrg udh verifikasi data ngunduh gb maunya anjr udh relog ttp gabisa update versi g tuh problem kayak gini tolong kenapaaaaaaa,"['gajelas', 'update', 'versi', 'skrg', 'udh', 'verifikasi', 'data', 'ngunduh', 'gb', 'maunya', 'anjr', 'udh', 'relog', 'ttp', 'gabisa', 'update', 'versi', 'g', 'tuh', 'problem', 'kayak', 'gini', 'tolong', 'kenapaaaaaaa']",gajelas update versi skrg udh verifikasi data ngunduh gb mau anjr udh relog ttp gabisa update versi g tuh problem kayak gin tolong kenapaaaaaaa
Waw!!!! Gamenya sangat menarik karna bertema RPG dan openworld . Dari dlu pengen main game ini tapi HP kurang mampu tpi setelah beli HP dan mencoba. Rasanya sangat puas dan menyenangkan,5,Positif,waw gamenya sangat menarik karna bertema rpg dan openworld  dari dlu pengen main game ini tapi hp kurang mampu tpi setelah beli hp dan mencoba rasanya sangat puas dan menyenangkan,waw gamenya menarik karna bertema rpg openworld dlu pengen main game hp tpi beli hp mencoba puas menyenangkan,"['waw', 'gamenya', 'menarik', 'karna', 'bertema', 'rpg', 'openworld', 'dlu', 'pengen', 'main', 'game', 'hp', 'tpi', 'beli', 'hp', 'mencoba', 'puas', 'menyenangkan']",waw gamenya tarik karna tema rpg openworld dlu ken main game hp tpi beli hp coba puas senang
Bagus banget sumpah grafiknya keren apalagi ada storynya soalnya jarang dapat game yang ada storynya di android,5,Positif,bagus banget sumpah grafiknya keren apalagi ada storynya soalnya jarang dapat game yang ada storynya di android,bagus banget sumpah grafiknya keren storynya jarang game storynya android,"['bagus', 'banget', 'sumpah', 'grafiknya', 'keren', 'storynya', 'jarang', 'game', 'storynya', 'android']",bagus banget sumpah grafik keren storynya jarang game storynya android
"Gamenya bagus cuman sayang.. Entah kenapa sekarang Genshin impact saya enggak bisa terbuka, ketika saya ingin memasuki game tersebut tiba-tiba game akan keluar sendiri dan selalu ada bacaan ""Aplikasi telah diberhentikan"" Saya sudah mencoba banyak saran dari YouTube atau pun Google, namun sayang hasil nya tetap sama, saya tidak bisa masuk.. akan sangat disayangkan ketika itu benar-benar tidak bisa diperbaiki karena saya sudah menabung 60+ permohonan untuk Baizhu, Kaveh, Kazuha dan Zhongli:(",5,Positif,gamenya bagus cuman sayang entah kenapa sekarang genshin impact saya enggak bisa terbuka ketika saya ingin memasuki game tersebut tibatiba game akan keluar sendiri dan selalu ada bacaan aplikasi telah diberhentikan saya sudah mencoba banyak saran dari youtube atau pun google namun sayang hasil nya tetap sama saya tidak bisa masuk akan sangat disayangkan ketika itu benarbenar tidak bisa diperbaiki karena saya sudah menabung  permohonan untuk baizhu kaveh kazuha dan zhongli,gamenya bagus cuman sayang genshin impact terbuka memasuki game tibatiba game bacaan aplikasi diberhentikan mencoba saran youtube google sayang hasil nya masuk disayangkan benarbenar diperbaiki menabung permohonan baizhu kaveh kazuha zhongli,"['gamenya', 'bagus', 'cuman', 'sayang', 'genshin', 'impact', 'terbuka', 'memasuki', 'game', 'tibatiba', 'game', 'bacaan', 'aplikasi', 'diberhentikan', 'mencoba', 'saran', 'youtube', 'google', 'sayang', 'hasil', 'nya', 'masuk', 'disayangkan', 'benarbenar', 'diperbaiki', 'menabung', 'permohonan', 'baizhu', 'kaveh', 'kazuha', 'zhongli']",gamenya bagus cuman sayang genshin impact buka pasuk game tibatiba game baca aplikasi henti coba saran youtube google sayang hasil nya masuk sayang benarbenar baik tabung mohon baizhu kaveh kazuha zhongli
"Entah aku doang atau yg lain juga merasa mungkin?? di update terbaru ini ping nya sering banget merah dan gak stabil, frame sering ngedrop, dan parahnya sering FORCE CLOSE setelah 5-15 menit dimainkan.. secara device android yg saya pakai sudah termasuk lancar di grafik tingkat medium fps 45.. jaringan untuk nnton youtube or yg lain juga lancar² aja.. Memori juga masih lega sisa 70gb,, kalau memang bug TOLONG SEGERA DIPERBAIKI,, karena ini mengganggu SEKALI kenyamanan bermain player.. #hoyoverse",1,Negatif,entah aku doang atau yg lain juga merasa mungkin di update terbaru ini ping nya sering banget merah dan gak stabil frame sering ngedrop dan parahnya sering force close setelah  menit dimainkan secara device android yg saya pakai sudah termasuk lancar di grafik tingkat medium fps  jaringan untuk nnton youtube or yg lain juga lancar aja memori juga masih lega sisa gb kalau memang bug tolong segera diperbaiki karena ini mengganggu sekali kenyamanan bermain player hoyoverse,doang yg update terbaru ping nya banget merah gak stabil frame ngedrop parahnya force close menit dimainkan device android yg pakai lancar grafik tingkat medium fps jaringan nnton youtube or yg lancar aja memori lega sisa gb bug tolong diperbaiki mengganggu kenyamanan bermain player hoyoverse,"['doang', 'yg', 'update', 'terbaru', 'ping', 'nya', 'banget', 'merah', 'gak', 'stabil', 'frame', 'ngedrop', 'parahnya', 'force', 'close', 'menit', 'dimainkan', 'device', 'android', 'yg', 'pakai', 'lancar', 'grafik', 'tingkat', 'medium', 'fps', 'jaringan', 'nnton', 'youtube', 'or', 'yg', 'lancar', 'aja', 'memori', 'lega', 'sisa', 'gb', 'bug', 'tolong', 'diperbaiki', 'mengganggu', 'kenyamanan', 'bermain', 'player', 'hoyoverse']",doang yg update baru ping nya banget merah gak stabil frame ngedrop parah force close menit main device android yg pakai lancar grafik tingkat medium fps jaring nnton youtube or yg lancar aja memori lega sisa gb bug tolong baik ganggu nyaman main player hoyoverse
Kecewa ini game bikin hp cepet panas dan ngeleg parah padahal hp saya pake ram 8 gb dan chipset snapdragon 720g seharusnya sudah lancar di setingan rendah atau yg terendah padahal dulu enggak giningelegnya.,5,Positif,kecewa ini game bikin hp cepet panas dan ngeleg parah padahal hp saya pake ram  gb dan chipset snapdragon g seharusnya sudah lancar di setingan rendah atau yg terendah padahal dulu enggak giningelegnya,kecewa game bikin hp cepet panas ngeleg parah hp pake ram gb chipset snapdragon g lancar setingan rendah yg terendah giningelegnya,"['kecewa', 'game', 'bikin', 'hp', 'cepet', 'panas', 'ngeleg', 'parah', 'hp', 'pake', 'ram', 'gb', 'chipset', 'snapdragon', 'g', 'lancar', 'setingan', 'rendah', 'yg', 'terendah', 'giningelegnya']",kecewa game bikin hp cepet panas ngeleg parah hp pake ram gb chipset snapdragon g lancar ting rendah yg rendah giningelegnya
"Game yg rekomendasi bagi yg suka pertualangan yg sangat panjang, intinya harus kuat2 memori 😅",5,Positif,game yg rekomendasi bagi yg suka pertualangan yg sangat panjang intinya harus kuat memori ,game yg rekomendasi yg suka pertualangan yg intinya kuat memori,"['game', 'yg', 'rekomendasi', 'yg', 'suka', 'pertualangan', 'yg', 'intinya', 'kuat', 'memori']",game yg rekomendasi yg suka tualang yg inti kuat memori
Update kali ini bug nya sangat parah.saya tidak bisa melanjutkan quest khavarana yang bagian kedua tapi di akun saya yang satunya bisa melanjutkan nya sampai selesai.saya mohon bug ini di perbaiki,1,Negatif,update kali ini bug nya sangat parahsaya tidak bisa melanjutkan quest khavarana yang bagian kedua tapi di akun saya yang satunya bisa melanjutkan nya sampai selesaisaya mohon bug ini di perbaiki,update kali bug nya parahsaya melanjutkan quest khavarana akun satunya melanjutkan nya selesaisaya mohon bug perbaiki,"['update', 'kali', 'bug', 'nya', 'parahsaya', 'melanjutkan', 'quest', 'khavarana', 'akun', 'satunya', 'melanjutkan', 'nya', 'selesaisaya', 'mohon', 'bug', 'perbaiki']",update kali bug nya parahsaya lanjut quest khavarana akun satu lanjut nya selesaisaya mohon bug baik
Udah bagus game nya story gameplay tapi server nya nga stabil sering macet2karna server yg buruk tolong fix bug nya,4,Positif,udah bagus game nya story gameplay tapi server nya nga stabil sering macetkarna server yg buruk tolong fix bug nya,udah bagus game nya story gameplay server nya nga stabil macetkarna server yg buruk tolong fix bug nya,"['udah', 'bagus', 'game', 'nya', 'story', 'gameplay', 'server', 'nya', 'nga', 'stabil', 'macetkarna', 'server', 'yg', 'buruk', 'tolong', 'fix', 'bug', 'nya']",udah bagus game nya story gameplay server nya nga stabil macetkarna server yg buruk tolong fix bug nya
"3 hari yang lalu saya instal, sudah terdownload data semua hampir 20gb tapi saya belum mainkan. Tadi sore ada update terbaru 249mb di PS, saya update masuk ke in game kenapa harus download data dari awal lagi sebesar 19gb. Kenapa harus download data ulang dari awal lagi, kenapa tidak replace file yang 249mb saja. Aku sangat kecewa",2,Negatif, hari yang lalu saya instal sudah terdownload data semua hampir gb tapi saya belum mainkan tadi sore ada update terbaru mb di ps saya update masuk ke in game kenapa harus download data dari awal lagi sebesar gb kenapa harus download data ulang dari awal lagi kenapa tidak replace file yang mb saja aku sangat kecewa,instal terdownload data gb mainkan sore update terbaru mb ps update masuk in game download data gb download data ulang replace file mb kecewa,"['instal', 'terdownload', 'data', 'gb', 'mainkan', 'sore', 'update', 'terbaru', 'mb', 'ps', 'update', 'masuk', 'in', 'game', 'download', 'data', 'gb', 'download', 'data', 'ulang', 'replace', 'file', 'mb', 'kecewa']",instal terdownload data gb main sore update baru mb ps update masuk in game download data gb download data ulang replace file mb kecewa
"BENER BENER BAGUSS !! Alur Cerita NPC aja sampe dibikin detail banget 🥴🥴 Apalagi Visualisasi Game nya buat jadi makin sayang sama Game satu ini ( Walau make penyimpanan banyak sih ) tapi Game ini Rekomended banget buat dimainin hehe, apalagi bareng temen ! Karena ada mode Co-op jadi bisa saling kenalan dengan teman dari luar negara 😋😋 Makasih Hoyoverse 💐💐",5,Positif,bener bener baguss  alur cerita npc aja sampe dibikin detail banget  apalagi visualisasi game nya buat jadi makin sayang sama game satu ini  walau make penyimpanan banyak sih  tapi game ini rekomended banget buat dimainin hehe apalagi bareng temen  karena ada mode coop jadi bisa saling kenalan dengan teman dari luar negara  makasih hoyoverse ,bener bener baguss alur cerita npc aja sampe dibikin detail banget visualisasi game nya sayang game make penyimpanan sih game rekomended banget dimainin hehe bareng temen mode coop kenalan teman negara makasih hoyoverse,"['bener', 'bener', 'baguss', 'alur', 'cerita', 'npc', 'aja', 'sampe', 'dibikin', 'detail', 'banget', 'visualisasi', 'game', 'nya', 'sayang', 'game', 'make', 'penyimpanan', 'sih', 'game', 'rekomended', 'banget', 'dimainin', 'hehe', 'bareng', 'temen', 'mode', 'coop', 'kenalan', 'teman', 'negara', 'makasih', 'hoyoverse']",bener bener baguss alur cerita npc aja sampe bikin detail banget visualisasi game nya sayang game make simpan sih game rekomended banget dimainin hehe bareng temen mode coop kenal teman negara makasih hoyoverse
"Saya sangat menyukai gamenya tapi saya mau mengusulkan agar drop item musuh lebih banyak untuk mencari barang yang di butuhkan tolong dikasih tanda pada map-nya, pusing kepala mencari barang yang di butuhkan tapi tidak ketemu dan level dunia bebas diturunkan ke level berapa",5,Positif,saya sangat menyukai gamenya tapi saya mau mengusulkan agar drop item musuh lebih banyak untuk mencari barang yang di butuhkan tolong dikasih tanda pada mapnya pusing kepala mencari barang yang di butuhkan tapi tidak ketemu dan level dunia bebas diturunkan ke level berapa,menyukai gamenya mengusulkan drop item musuh mencari barang butuhkan tolong dikasih tanda mapnya pusing kepala mencari barang butuhkan ketemu level dunia bebas diturunkan level,"['menyukai', 'gamenya', 'mengusulkan', 'drop', 'item', 'musuh', 'mencari', 'barang', 'butuhkan', 'tolong', 'dikasih', 'tanda', 'mapnya', 'pusing', 'kepala', 'mencari', 'barang', 'butuhkan', 'ketemu', 'level', 'dunia', 'bebas', 'diturunkan', 'level']",suka gamenya usul drop item musuh cari barang butuh tolong kasih tanda map pusing kepala cari barang butuh ketemu level dunia bebas turun level
"Setelah Udpate 3.6, kok lag banget ya di map baru? Padahal saya main di Realme GT NEO-3, sebelumnya mah aman2 saja.",5,Positif,setelah udpate  kok lag banget ya di map baru padahal saya main di realme gt neo sebelumnya mah aman saja,udpate lag banget ya map main realme gt neo mah aman,"['udpate', 'lag', 'banget', 'ya', 'map', 'main', 'realme', 'gt', 'neo', 'mah', 'aman']",udpate lag banget ya map main realme gt neo mah aman
"Game nya bagus, buat kalian yang bilang pas login eror/download data gabisa padahal ruang penyimpanan masih banyak, itu kalian cek dulu yang masih banyak itu ROM/RAM yang dibutuhkan itu 20gb ROM keatas. Klo hapus epep doang mana cukup. Epep cuma 5 GB an. Dan buat kalian yang hina game² berat karena hp kalian, sorry agak kasar ""kentang"", emang kalian bisa buat game kayak gini juga?. Kalo bisa sih gapapa kritik sepuasnya, tapi kalo gabisa jangan kritik. Harusnya hanya di kasih saran aja. Ok thanks",5,Positif,game nya bagus buat kalian yang bilang pas login erordownload data gabisa padahal ruang penyimpanan masih banyak itu kalian cek dulu yang masih banyak itu romram yang dibutuhkan itu gb rom keatas klo hapus epep doang mana cukup epep cuma  gb an dan buat kalian yang hina game berat karena hp kalian sorry agak kasar kentang emang kalian bisa buat game kayak gini juga kalo bisa sih gapapa kritik sepuasnya tapi kalo gabisa jangan kritik harusnya hanya di kasih saran aja ok thanks,game nya bagus bilang pas login erordownload data gabisa ruang penyimpanan cek romram dibutuhkan gb rom keatas klo hapus epep doang epep gb an hina game berat hp sorry kasar kentang emang game kayak gini kalo sih gapapa kritik sepuasnya kalo gabisa kritik kasih saran aja ok thanks,"['game', 'nya', 'bagus', 'bilang', 'pas', 'login', 'erordownload', 'data', 'gabisa', 'ruang', 'penyimpanan', 'cek', 'romram', 'dibutuhkan', 'gb', 'rom', 'keatas', 'klo', 'hapus', 'epep', 'doang', 'epep', 'gb', 'an', 'hina', 'game', 'berat', 'hp', 'sorry', 'kasar', 'kentang', 'emang', 'game', 'kayak', 'gini', 'kalo', 'sih', 'gapapa', 'kritik', 'sepuasnya', 'kalo', 'gabisa', 'kritik', 'kasih', 'saran', 'aja', 'ok', 'thanks']",game nya bagus bilang pas login erordownload data gabisa ruang simpan cek romram butuh gb rom atas klo hapus epep doang epep gb an hina game berat hp sorry kasar kentang emang game kayak gin kalo sih gapapa kritik puas kalo gabisa kritik kasih saran aja ok thanks
Aku bingung. Baru download mau nyoba game ini. Tapi pas masuk buat download data game nya selalu muncul keterangan kalo penyimpanan ruang tidak cukup. Sementara penyimpananku saja masih ada cukup ruang kira-kira 30 giga lebih.,2,Negatif,aku bingung baru download mau nyoba game ini tapi pas masuk buat download data game nya selalu muncul keterangan kalo penyimpanan ruang tidak cukup sementara penyimpananku saja masih ada cukup ruang kirakira  giga lebih,bingung download nyoba game pas masuk download data game nya muncul keterangan kalo penyimpanan ruang penyimpananku ruang kirakira giga,"['bingung', 'download', 'nyoba', 'game', 'pas', 'masuk', 'download', 'data', 'game', 'nya', 'muncul', 'keterangan', 'kalo', 'penyimpanan', 'ruang', 'penyimpananku', 'ruang', 'kirakira', 'giga']",bingung download nyoba game pas masuk download data game nya muncul terang kalo simpan ruang simpan ruang kirakira giga
Gamenya sudah bagus tapi risort penyimpanan data yang digunakan tidak bisa dibilang kecil tolong kurangi pengunduhan datanya,4,Positif,gamenya sudah bagus tapi risort penyimpanan data yang digunakan tidak bisa dibilang kecil tolong kurangi pengunduhan datanya,gamenya bagus risort penyimpanan data dibilang tolong kurangi pengunduhan datanya,"['gamenya', 'bagus', 'risort', 'penyimpanan', 'data', 'dibilang', 'tolong', 'kurangi', 'pengunduhan', 'datanya']",gamenya bagus risort simpan data bilang tolong kurang unduh data
"bosenin, quest yg scenenya ga seberapa bagus (animasi karakter yang didaur ulang dengan voice yg berbeda) dan storynya yang suka melenceng. size yang terlalu besar tetapi worldnya kosong, cuma mengusung 1 daerah 1 tema yang isinya sama bahkan monoton, sebagian besar karakternya didapatkan dari gacha yang bikin f2p player harus grinding ekstra setiap hari buat dapetin karakternya. game ini cocok buat kalian yang suka jadi budak game gacha yang ngabisin waktu setiap hari di game.",2,Negatif,bosenin quest yg scenenya ga seberapa bagus animasi karakter yang didaur ulang dengan voice yg berbeda dan storynya yang suka melenceng size yang terlalu besar tetapi worldnya kosong cuma mengusung  daerah  tema yang isinya sama bahkan monoton sebagian besar karakternya didapatkan dari gacha yang bikin fp player harus grinding ekstra setiap hari buat dapetin karakternya game ini cocok buat kalian yang suka jadi budak game gacha yang ngabisin waktu setiap hari di game,bosenin quest yg scenenya ga bagus animasi karakter didaur ulang voice yg berbeda storynya suka melenceng size worldnya kosong mengusung daerah tema isinya monoton karakternya didapatkan gacha bikin fp player grinding ekstra dapetin karakternya game cocok suka budak game gacha ngabisin game,"['bosenin', 'quest', 'yg', 'scenenya', 'ga', 'bagus', 'animasi', 'karakter', 'didaur', 'ulang', 'voice', 'yg', 'berbeda', 'storynya', 'suka', 'melenceng', 'size', 'worldnya', 'kosong', 'mengusung', 'daerah', 'tema', 'isinya', 'monoton', 'karakternya', 'didapatkan', 'gacha', 'bikin', 'fp', 'player', 'grinding', 'ekstra', 'dapetin', 'karakternya', 'game', 'cocok', 'suka', 'budak', 'game', 'gacha', 'ngabisin', 'game']",bosenin quest yg scenenya ga bagus animasi karakter daur ulang voice yg beda storynya suka lenceng size worldnya kosong usung daerah tema isi monoton karakter dapat gacha bikin fp player grinding ekstra dapetin karakter game cocok suka budak game gacha ngabisin game
"game yang memanjakan visual, map yang sangat luas dan character yang bagus². tapi saya rate 4 ☆ dikarenakan terkadang saat saya update tidak bisa. Padahal saya sudah mengosongkan sebesar 1,4gb dan update-annya hanya 200an mb.",4,Positif,game yang memanjakan visual map yang sangat luas dan character yang bagus tapi saya rate   dikarenakan terkadang saat saya update tidak bisa padahal saya sudah mengosongkan sebesar gb dan updateannya hanya an mb,game memanjakan visual map luas character bagus rate terkadang update mengosongkan gb updateannya an mb,"['game', 'memanjakan', 'visual', 'map', 'luas', 'character', 'bagus', 'rate', 'terkadang', 'update', 'mengosongkan', 'gb', 'updateannya', 'an', 'mb']",game manja visual map luas character bagus rate terkadang update kosong gb updateannya an mb
Gem nya keren sih bang. tapi tong dibuat supaya kita bisa ketemu sama pemain yg lagi main jugak bang . biar bisa bincang bincang gitu. Saling tolong menolong. Sayang lo 20GB ngak bis ketemu sama pemain. Bang 🤔🤔🤔,4,Positif,gem nya keren sih bang tapi tong dibuat supaya kita bisa ketemu sama pemain yg lagi main jugak bang  biar bisa bincang bincang gitu saling tolong menolong sayang lo gb ngak bis ketemu sama pemain bang ,gem nya keren sih bang tong ketemu pemain yg main jugak bang biar bincang bincang gitu tolong menolong sayang lo gb ngak bis ketemu pemain bang,"['gem', 'nya', 'keren', 'sih', 'bang', 'tong', 'ketemu', 'pemain', 'yg', 'main', 'jugak', 'bang', 'biar', 'bincang', 'bincang', 'gitu', 'tolong', 'menolong', 'sayang', 'lo', 'gb', 'ngak', 'bis', 'ketemu', 'pemain', 'bang']",gem nya keren sih bang tong ketemu main yg main jugak bang biar bincang bincang gitu tolong tolong sayang lo gb ngak bis ketemu main bang
Udah gua apus game ya. Makin lola hp gua. Ram 4 kaga bisa. Padahal poto video Dikit Music aja kaga ada. Up date ya juga ga ngotak.,5,Positif,udah gua apus game ya makin lola hp gua ram  kaga bisa padahal poto video dikit music aja kaga ada up date ya juga ga ngotak,udah gua apus game ya lola hp gua ram kaga poto video dikit music aja kaga up date ya ga ngotak,"['udah', 'gua', 'apus', 'game', 'ya', 'lola', 'hp', 'gua', 'ram', 'kaga', 'poto', 'video', 'dikit', 'music', 'aja', 'kaga', 'up', 'date', 'ya', 'ga', 'ngotak']",udah gua apus game ya lola hp gua ram kaga poto video dikit music aja kaga up date ya ga ngotak
